InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account
INV20260601061,JV20260601061,SO20260601061,2026-06-21,BD-TDM,NV007,Thẻ,FN-A2F97E,Quạt,Senko,Xiaomi,3,2244255,0.1,6059488,0.08,484759,6544247,1620000,4860000,1199488,0.198,6544247,6059488,484759,4860000,4860000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601062,JV20260601062,SO20260601062,2026-06-27,HN-CG,NV002,Thẻ,VC-E19461,Máy hút bụi,Dyson V8,Panasonic,3,4443321,0.02,13063363,0.08,1045069,14108432,3268000,9804000,3259363,0.2495,14108432,13063363,1045069,9804000,9804000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601063,JV20260601063,SO20260601063,2026-06-03,CT-NK,NV009,Trả góp,WM-CFD2AA,Máy giặt,Toshiba 9kg,Philips,3,7388682,0.09,20171101,0.08,1613688,21784789,5869000,17607000,2564101,0.1271,21784789,20171101,1613688,17607000,17607000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601064,JV20260601064,SO20260601064,2026-06-13,HN-HBT,NV012,Tiền mặt,VC-90DAA9,Máy hút bụi,Dyson V8,Casper,3,2260720,0.03,6578695,0.08,526295,7104990,1649000,4947000,1631695,0.248,7104990,6578695,526295,4947000,4947000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601065,JV20260601065,SO20260601065,2026-06-24,HN-HBT,NV030,Thẻ,BL-E08C31,Máy xay,Panasonic Blender,Philips,3,1205106,0.0,3615318,0.08,289225,3904543,774000,2322000,1293318,0.3577,3904543,3615318,289225,2322000,2322000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601066,JV20260601066,SO20260601066,2026-06-05,HN-HBT,NV017,Chuyển khoản,KT-912978,Ấm siêu tốc,Sunhouse,Philips,2,603152,0.14,1037421,0.08,82993,1120414,392000,784000,253421,0.2443,1120414,1037421,82993,784000,784000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601067,JV20260601067,SO20260601067,2026-06-03,HCM-TB,NV024,Chuyển khoản,MW-A9C910,Lò vi sóng,Panasonic 25L,Sony,2,2062885,0.08,3795708,0.08,303656,4099364,1415000,2830000,965708,0.2544,4099364,3795708,303656,2830000,2830000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601068,JV20260601068,SO20260601068,2026-06-25,HN-HBT,NV020,Thẻ,WM-911CBD,Máy giặt,LG 9kg,Cuckoo,1,12016785,0.14,10334435,0.08,826754,11161189,9100000,9100000,1234435,0.1194,11161189,10334435,826754,9100000,9100000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601069,JV20260601069,SO20260601069,2026-06-01,HCM-TB,NV011,Trả góp,RC-56CDC9,Nồi cơm,Sharp 1.8L,Sharp,3,3077926,0.09,8402737,0.08,672218,9074955,2047000,6141000,2261737,0.2692,9074955,8402737,672218,6141000,6141000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601070,JV20260601070,SO20260601070,2026-06-13,CT-NK,NV021,Trả góp,VC-506EE5,Máy hút bụi,Philips FC,Sony,1,7791128,0.14,6700370,0.08,536029,7236399,5756000,5756000,944370,0.1409,7236399,6700370,536029,5756000,5756000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601071,JV20260601071,SO20260601071,2026-06-04,HN-HBT,NV004,Chuyển khoản,WM-016674,Máy giặt,Samsung 10kg,Sunhouse,2,16116097,0.07,29975940,0.08,2398075,32374015,12678000,25356000,4619940,0.1541,32374015,29975940,2398075,25356000,25356000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601072,JV20260601072,SO20260601072,2026-06-09,DN-HC,NV016,Chuyển khoản,BL-F15989,Máy xay,Philips Blender,Samsung,1,1986994,0.17,1649205,0.08,131936,1781141,1325000,1325000,324205,0.1966,1781141,1649205,131936,1325000,1325000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601073,JV20260601073,SO20260601073,2026-06-25,HN-HBT,NV020,Tiền mặt,VC-2D4AC5,Máy hút bụi,Philips FC,Toshiba,3,2178184,0.15,5554369,0.08,444349,5998718,1340000,4020000,1534369,0.2762,5998718,5554369,444349,4020000,4020000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601074,JV20260601074,SO20260601074,2026-06-14,BD-TDM,NV010,Trả góp,RC-A5EAB1,Nồi cơm,Cuckoo 1.8L,Sony,2,929574,0.02,1821965,0.08,145757,1967722,608000,1216000,605965,0.3326,1967722,1821965,145757,1216000,1216000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601075,JV20260601075,SO20260601075,2026-06-20,HN-HBT,NV021,Tiền mặt,VC-4BDADC,Máy hút bụi,Philips FC,Electrolux,3,5655714,0.18,13913056,0.08,1113044,15026100,4045000,12135000,1778056,0.1278,15026100,13913056,1113044,12135000,12135000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601076,JV20260601076,SO20260601076,2026-06-08,BD-TDM,NV015,Tiền mặt,AC-B3192D,Máy lạnh,Panasonic 1.5HP,Panasonic,1,13127624,0.02,12865071,0.08,1029205,13894276,9254000,9254000,3611071,0.2807,13894276,12865071,1029205,9254000,9254000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601077,JV20260601077,SO20260601077,2026-06-17,HCM-TB,NV026,Trả góp,RC-16E175,Nồi cơm,Cuckoo 1.8L,Panasonic,2,2957758,0.04,5678895,0.08,454311,6133206,1975000,3950000,1728895,0.3044,6133206,5678895,454311,3950000,3950000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601078,JV20260601078,SO20260601078,2026-06-19,CT-NK,NV016,Trả góp,WM-4F93AF,Máy giặt,LG 9kg,Sunhouse,3,8478428,0.09,23146108,0.08,1851688,24997796,7108000,21324000,1822108,0.0787,24997796,23146108,1851688,21324000,21324000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601079,JV20260601079,SO20260601079,2026-06-20,DN-HC,NV002,Ví điện tử,KT-F72092,Ấm siêu tốc,Sunhouse,Casper,2,1181424,0.1,2126563,0.08,170125,2296688,779000,1558000,568563,0.2674,2296688,2126563,170125,1558000,1558000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601080,JV20260601080,SO20260601080,2026-06-30,HCM-TB,NV010,Ví điện tử,RF-7AFE5C,Tủ lạnh,LG 420L,Electrolux,3,17323186,0.06,48851384,0.08,3908110,52759494,13909000,41727000,7124384,0.1458,52759494,48851384,3908110,41727000,41727000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601081,JV20260601081,SO20260601081,2026-06-08,HCM-TB,NV013,Ví điện tử,BL-8A2ABB,Máy xay,Sunhouse Blender,Aqua,1,1736052,0.06,1631888,0.08,130551,1762439,1115000,1115000,516888,0.3167,1762439,1631888,130551,1115000,1115000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601082,JV20260601082,SO20260601082,2026-06-10,HN-CG,NV030,Tiền mặt,RC-811085,Nồi cơm,Sunhouse 1.2L,Toshiba,2,1099600,0.18,1803344,0.08,144267,1947611,655000,1310000,493344,0.2736,1947611,1803344,144267,1310000,1310000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601083,JV20260601083,SO20260601083,2026-06-13,BD-TDM,NV018,Tiền mặt,MW-33B2FE,Lò vi sóng,Electrolux 23L,Samsung,2,2627563,0.03,5097472,0.08,407797,5505269,1851000,3702000,1395472,0.2738,5505269,5097472,407797,3702000,3702000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601084,JV20260601084,SO20260601084,2026-06-19,BD-TDM,NV004,Trả góp,AC-D2FD31,Máy lạnh,Panasonic 1.5HP,Toshiba,3,21843138,0.09,59631766,0.08,4770541,64402307,17070000,51210000,8421766,0.1412,64402307,59631766,4770541,51210000,51210000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601085,JV20260601085,SO20260601085,2026-06-24,HCM-TB,NV011,Trả góp,BL-B69FDD,Máy xay,Sunhouse Blender,Mitsubishi,2,2877722,0.15,4892127,0.08,391370,5283497,2117000,4234000,658127,0.1345,5283497,4892127,391370,4234000,4234000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601086,JV20260601086,SO20260601086,2026-06-30,DN-HC,NV002,Thẻ,BL-267545,Máy xay,Panasonic Blender,Cuckoo,1,751941,0.14,646669,0.08,51733,698402,510000,510000,136669,0.2113,698402,646669,51733,510000,510000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601087,JV20260601087,SO20260601087,2026-06-30,DN-HC,NV001,Ví điện tử,RC-30A967,Nồi cơm,Sharp 1.8L,Mitsubishi,3,2892838,0.09,7897447,0.08,631795,8529242,1699000,5097000,2800447,0.3546,8529242,7897447,631795,5097000,5097000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601088,JV20260601088,SO20260601088,2026-06-25,HN-CG,NV011,Tiền mặt,RF-40AAB7,Tủ lạnh,Samsung Inverter 350L,Electrolux,1,5686318,0.08,5231412,0.08,418512,5649924,4741000,4741000,490412,0.0937,5649924,5231412,418512,4741000,4741000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601089,JV20260601089,SO20260601089,2026-06-06,DN-HC,NV016,Trả góp,RF-7A08B1,Tủ lạnh,Samsung Inverter 350L,Xiaomi,2,24093043,0.03,46740503,0.08,3739240,50479743,18274000,36548000,10192503,0.2181,50479743,46740503,3739240,36548000,36548000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601090,JV20260601090,SO20260601090,2026-06-03,HCM-Q7,NV024,Thẻ,VC-98D4CD,Máy hút bụi,Xiaomi G10,Cuckoo,2,8366160,0.13,14557118,0.08,1164569,15721687,6375000,12750000,1807118,0.1241,15721687,14557118,1164569,12750000,12750000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601091,JV20260601091,SO20260601091,2026-06-16,HN-HBT,NV023,Trả góp,MW-62BD16,Lò vi sóng,Electrolux 23L,Philips,2,2755713,0.05,5235854,0.08,418868,5654722,1853000,3706000,1529854,0.2922,5654722,5235854,418868,3706000,3706000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601092,JV20260601092,SO20260601092,2026-06-21,BD-TDM,NV014,Ví điện tử,TV-0432E5,TV,"Sony 65""",Panasonic,1,15020392,0.03,14569780,0.08,1165582,15735362,11740000,11740000,2829780,0.1942,15735362,14569780,1165582,11740000,11740000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601093,JV20260601093,SO20260601093,2026-06-06,HN-CG,NV012,Ví điện tử,AC-F32BBC,Máy lạnh,Mitsubishi 1.5HP,Mitsubishi,2,20062266,0.12,35309588,0.08,2824767,38134355,16207000,32414000,2895588,0.082,38134355,35309588,2824767,32414000,32414000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601094,JV20260601094,SO20260601094,2026-06-05,HN-HBT,NV010,Thẻ,WM-B4B226,Máy giặt,Samsung 10kg,Electrolux,1,10909278,0.19,8836515,0.08,706921,9543436,8252000,8252000,584515,0.0661,9543436,8836515,706921,8252000,8252000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601095,JV20260601095,SO20260601095,2026-06-12,HCM-TB,NV022,Trả góp,TV-DCF290,TV,"Sony 65""",Sony,2,20799792,0.06,39103608,0.08,3128288,42231896,17928000,35856000,3247608,0.0831,42231896,39103608,3128288,35856000,35856000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601096,JV20260601096,SO20260601096,2026-06-22,CT-NK,NV020,Tiền mặt,KT-2036D6,Ấm siêu tốc,Kangaroo,Panasonic,1,1429558,0.04,1372375,0.08,109790,1482165,866000,866000,506375,0.369,1482165,1372375,109790,866000,866000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601097,JV20260601097,SO20260601097,2026-06-13,HCM-Q1,NV020,Tiền mặt,WM-65B7F8,Máy giặt,Samsung 10kg,Sony,1,13728769,0.06,12905042,0.08,1032403,13937445,10630000,10630000,2275042,0.1763,13937445,12905042,1032403,10630000,10630000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601098,JV20260601098,SO20260601098,2026-06-10,HN-CG,NV011,Chuyển khoản,BL-A4802F,Máy xay,Philips Blender,Daikin,2,808168,0.07,1503192,0.08,120255,1623447,579000,1158000,345192,0.2296,1623447,1503192,120255,1158000,1158000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601099,JV20260601099,SO20260601099,2026-06-30,HCM-Q1,NV003,Chuyển khoản,BL-BCB9B9,Máy xay,Panasonic Blender,Sunhouse,3,1829688,0.16,4610813,0.08,368865,4979678,1016000,3048000,1562813,0.3389,4979678,4610813,368865,3048000,3048000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601100,JV20260601100,SO20260601100,2026-06-02,HCM-Q7,NV026,Ví điện tử,RC-7580B4,Nồi cơm,Panasonic 1.8L,Panasonic,2,731304,0.08,1345599,0.08,107647,1453246,532000,1064000,281599,0.2093,1453246,1345599,107647,1064000,1064000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601101,JV20260601101,SO20260601101,2026-06-11,HN-HBT,NV002,Thẻ,RC-DA441E,Nồi cơm,Cuckoo 1.8L,Asia,2,2806079,0.02,5499914,0.08,439993,5939907,2062000,4124000,1375914,0.2502,5939907,5499914,439993,4124000,4124000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601102,JV20260601102,SO20260601102,2026-06-08,CT-NK,NV030,Ví điện tử,VC-CF166B,Máy hút bụi,Philips FC,Senko,2,4064114,0.13,7071558,0.08,565724,7637282,3035000,6070000,1001558,0.1416,7637282,7071558,565724,6070000,6070000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601103,JV20260601103,SO20260601103,2026-06-01,BD-TDM,NV020,Ví điện tử,FN-FD271D,Quạt,Senko,Mitsubishi,2,716120,0.09,1303338,0.08,104267,1407605,398000,796000,507338,0.3893,1407605,1303338,104267,796000,796000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601104,JV20260601104,SO20260601104,2026-06-18,BD-TDM,NV015,Tiền mặt,MW-75B2CD,Lò vi sóng,Panasonic 25L,Samsung,3,4132273,0.06,11653009,0.08,932240,12585249,3050000,9150000,2503009,0.2148,12585249,11653009,932240,9150000,9150000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601105,JV20260601105,SO20260601105,2026-06-02,HN-HBT,NV022,Trả góp,KT-081E4B,Ấm siêu tốc,Kangaroo,Xiaomi,1,1293004,0.06,1215423,0.08,97233,1312656,895000,895000,320423,0.2636,1312656,1215423,97233,895000,895000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601106,JV20260601106,SO20260601106,2026-06-25,DN-HC,NV015,Ví điện tử,AC-3E9D78,Máy lạnh,Mitsubishi 1.5HP,Electrolux,3,10967015,0.08,30268961,0.08,2421516,32690477,7884000,23652000,6616961,0.2186,32690477,30268961,2421516,23652000,23652000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601107,JV20260601107,SO20260601107,2026-06-21,CT-NK,NV026,Chuyển khoản,VC-87EB59,Máy hút bụi,Dyson V8,Sony,3,3081224,0.13,8041994,0.08,643359,8685353,2342000,7026000,1015994,0.1263,8685353,8041994,643359,7026000,7026000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601108,JV20260601108,SO20260601108,2026-06-03,DN-HC,NV018,Chuyển khoản,AC-D8DA6B,Máy lạnh,Daikin 1HP,Casper,1,16173674,0.2,12938939,0.08,1035115,13974054,12960000,12960000,-21061,-0.0016,13974054,12938939,1035115,12960000,12960000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601109,JV20260601109,SO20260601109,2026-06-25,DN-HC,NV021,Thẻ,WM-016674,Máy giặt,Samsung 10kg,Sunhouse,1,6433469,0.05,6111795,0.08,488943,6600738,5002000,5002000,1109795,0.1816,6600738,6111795,488943,5002000,5002000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601110,JV20260601110,SO20260601110,2026-06-19,BD-TDM,NV014,Tiền mặt,FN-C25C4D,Quạt,Senko,Asia,2,1596853,0.04,3065957,0.08,245276,3311233,1077000,2154000,911957,0.2974,3311233,3065957,245276,2154000,2154000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601111,JV20260601111,SO20260601111,2026-06-28,HN-HBT,NV027,Chuyển khoản,MW-2091D9,Lò vi sóng,Electrolux 23L,Sharp,3,3708031,0.01,11012852,0.08,881028,11893880,2481000,7443000,3569852,0.3242,11893880,11012852,881028,7443000,7443000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601112,JV20260601112,SO20260601112,2026-06-15,HCM-Q7,NV026,Tiền mặt,KT-2036D6,Ấm siêu tốc,Kangaroo,Panasonic,3,664587,0.13,1734572,0.08,138765,1873337,396000,1188000,546572,0.3151,1873337,1734572,138765,1188000,1188000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601113,JV20260601113,SO20260601113,2026-06-01,HN-HBT,NV020,Chuyển khoản,KT-912978,Ấm siêu tốc,Sunhouse,Philips,3,560461,0.04,1614127,0.08,129130,1743257,382000,1146000,468127,0.29,1743257,1614127,129130,1146000,1146000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601114,JV20260601114,SO20260601114,2026-06-08,HN-CG,NV018,Trả góp,VC-4B9FA6,Máy hút bụi,Philips FC,Aqua,1,8560058,0.14,7361649,0.08,588931,7950580,5989000,5989000,1372649,0.1865,7950580,7361649,588931,5989000,5989000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601115,JV20260601115,SO20260601115,2026-06-16,HN-HBT,NV029,Thẻ,AC-E7C43D,Máy lạnh,Panasonic 1.5HP,Casper,3,17026417,0.07,47503703,0.08,3800296,51303999,13768000,41304000,6199703,0.1305,51303999,47503703,3800296,41304000,41304000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601116,JV20260601116,SO20260601116,2026-06-27,HCM-TB,NV030,Tiền mặt,AC-9162CC,Máy lạnh,Mitsubishi 1.5HP,Philips,3,13412817,0.1,36214605,0.08,2897168,39111773,10272000,30816000,5398605,0.1491,39111773,36214605,2897168,30816000,30816000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601117,JV20260601117,SO20260601117,2026-06-18,HCM-TB,NV008,Trả góp,WM-4642FB,Máy giặt,LG 9kg,Asia,3,7994153,0.13,20864739,0.08,1669179,22533918,6280000,18840000,2024739,0.097,22533918,20864739,1669179,18840000,18840000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601118,JV20260601118,SO20260601118,2026-06-11,CT-NK,NV021,Thẻ,RF-082E8A,Tủ lạnh,Panasonic 300L,Senko,2,17840471,0.01,35324132,0.08,2825930,38150062,15031000,30062000,5262132,0.149,38150062,35324132,2825930,30062000,30062000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601119,JV20260601119,SO20260601119,2026-06-08,HCM-TB,NV016,Tiền mặt,BL-8778AF,Máy xay,Philips Blender,Mitsubishi,1,551254,0.08,507153,0.08,40572,547725,342000,342000,165153,0.3256,547725,507153,40572,342000,342000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601120,JV20260601120,SO20260601120,2026-06-13,BD-TDM,NV027,Tiền mặt,KT-80B935,Ấm siêu tốc,Kangaroo,LG,1,1020563,0.08,938917,0.08,75113,1014030,541000,541000,397917,0.4238,1014030,938917,75113,541000,541000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601121,JV20260601121,SO20260601121,2026-06-06,HCM-Q7,NV012,Chuyển khoản,RC-DF1FB9,Nồi cơm,Sunhouse 1.2L,Sunhouse,1,947209,0.02,928264,0.08,74261,1002525,708000,708000,220264,0.2373,1002525,928264,74261,708000,708000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601122,JV20260601122,SO20260601122,2026-06-23,BD-TDM,NV008,Ví điện tử,AC-D8DA6B,Máy lạnh,Daikin 1HP,Casper,1,7378968,0.18,6050753,0.08,484060,6534813,5409000,5409000,641753,0.1061,6534813,6050753,484060,5409000,5409000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601123,JV20260601123,SO20260601123,2026-06-29,HCM-Q7,NV026,Chuyển khoản,RF-847D79,Tủ lạnh,Samsung Inverter 350L,Panasonic,3,23888319,0.09,65215110,0.08,5217208,70432318,17708000,53124000,12091110,0.1854,70432318,65215110,5217208,53124000,53124000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601124,JV20260601124,SO20260601124,2026-06-22,HCM-Q7,NV017,Thẻ,RF-E5D449,Tủ lạnh,Aqua 250L,Cuckoo,2,7390101,0.01,14632399,0.08,1170591,15802990,5932000,11864000,2768399,0.1892,15802990,14632399,1170591,11864000,11864000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601125,JV20260601125,SO20260601125,2026-06-21,DN-HC,NV023,Tiền mặt,MW-AE2881,Lò vi sóng,Panasonic 25L,Panasonic,1,5017651,0.02,4917297,0.08,393383,5310680,3492000,3492000,1425297,0.2899,5310680,4917297,393383,3492000,3492000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601126,JV20260601126,SO20260601126,2026-06-17,DN-HC,NV026,Chuyển khoản,FN-02E143,Quạt,Senko,Sony,2,1002350,0.08,1844324,0.08,147545,1991869,638000,1276000,568324,0.3081,1991869,1844324,147545,1276000,1276000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
INV20260601127,JV20260601127,SO20260601127,2026-06-16,CT-NK,NV002,Ví điện tử,KT-EFA122,Ấm siêu tốc,Sunhouse,Daikin,3,903108,0.13,2357111,0.08,188568,2545679,562000,1686000,671111,0.2847,2545679,2357111,188568,1686000,1686000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa
