ShipmentID,PickNo,OrderID,OrderDate,ShippedAt,DeliveredAt,Store,Warehouse,SKU,Category,Product,Brand,Qty,UnitCost,TotalCost,Carrier,DeliveryFee,DeliveryStatus
SHIP20260601079,PICK20260601079,SO20260601079,2026-06-20 16:17,2026-06-21 01:13,2026-06-21 08:22,DN-HC,WH-DN-01,KT-F72092,Ấm siêu tốc,Sunhouse,Casper,2,779000,1558000,GHN,0,Hoàn tất
SHIP20260601080,PICK20260601080,SO20260601080,2026-06-30 08:26,2026-06-30 19:01,2026-07-01 21:36,HCM-TB,WH-HCM-03,RF-7AFE5C,Tủ lạnh,LG 420L,Electrolux,3,13909000,41727000,Nội bộ,300000,Giao lại
SHIP20260601081,PICK20260601081,SO20260601081,2026-06-08 09:28,2026-06-09 02:59,2026-06-09 06:01,HCM-TB,WH-HCM-03,BL-8A2ABB,Máy xay,Sunhouse Blender,Aqua,1,1115000,1115000,GrabExpress,35000,Giao lại
SHIP20260601082,PICK20260601082,SO20260601082,2026-06-10 09:17,2026-06-11 03:33,2026-06-12 05:05,HN-CG,WH-HN-01,RC-811085,Nồi cơm,Sunhouse 1.2L,Toshiba,2,655000,1310000,Xe tải thuê ngoài,120000,Giao lại
SHIP20260601083,PICK20260601083,SO20260601083,2026-06-13 13:30,2026-06-13 21:37,2026-06-14 10:05,BD-TDM,WH-BD-01,MW-33B2FE,Lò vi sóng,Electrolux 23L,Samsung,2,1851000,3702000,Xe tải thuê ngoài,0,Giao lại
SHIP20260601084,PICK20260601084,SO20260601084,2026-06-19 09:38,2026-06-19 14:34,2026-06-20 00:21,BD-TDM,WH-BD-01,AC-D2FD31,Máy lạnh,Panasonic 1.5HP,Toshiba,3,17070000,51210000,GHN,80000,Hoàn tất
SHIP20260601085,PICK20260601085,SO20260601085,2026-06-24 14:38,2026-06-25 02:58,2026-06-26 09:06,HCM-TB,WH-HCM-03,BL-B69FDD,Máy xay,Sunhouse Blender,Mitsubishi,2,2117000,4234000,Ahamove,35000,Giao lại
SHIP20260601086,PICK20260601086,SO20260601086,2026-06-30 15:47,2026-07-01 08:36,2026-07-01 21:41,DN-HC,WH-DN-01,BL-267545,Máy xay,Panasonic Blender,Cuckoo,1,510000,510000,GrabExpress,65000,Hoàn tất
SHIP20260601087,PICK20260601087,SO20260601087,2026-06-30 11:25,2026-06-30 23:23,2026-07-02 00:39,DN-HC,WH-DN-01,RC-30A967,Nồi cơm,Sharp 1.8L,Mitsubishi,3,1699000,5097000,GHN,0,Đã giao
SHIP20260601088,PICK20260601088,SO20260601088,2026-06-25 13:28,2026-06-26 07:07,2026-06-27 13:34,HN-CG,WH-HN-01,RF-40AAB7,Tủ lạnh,Samsung Inverter 350L,Electrolux,1,4741000,4741000,Xe tải thuê ngoài,35000,Giao lại
SHIP20260601089,PICK20260601089,SO20260601089,2026-06-06 19:35,2026-06-07 14:24,2026-06-08 17:47,DN-HC,WH-DN-01,RF-7A08B1,Tủ lạnh,Samsung Inverter 350L,Xiaomi,2,18274000,36548000,GrabExpress,225000,Đã giao
SHIP20260601090,PICK20260601090,SO20260601090,2026-06-03 18:02,2026-06-04 05:26,2026-06-05 17:14,HCM-Q7,WH-HCM-02,VC-98D4CD,Máy hút bụi,Xiaomi G10,Cuckoo,2,6375000,12750000,Xe tải thuê ngoài,0,Đã giao
SHIP20260601091,PICK20260601091,SO20260601091,2026-06-16 12:03,2026-06-16 21:03,2026-06-17 11:38,HN-HBT,WH-HN-02,MW-62BD16,Lò vi sóng,Electrolux 23L,Philips,2,1853000,3706000,GHN,65000,Giao lại
SHIP20260601092,PICK20260601092,SO20260601092,2026-06-21 20:27,2026-06-22 06:28,2026-06-23 03:44,BD-TDM,WH-BD-01,TV-0432E5,TV,"Sony 65""",Panasonic,1,11740000,11740000,Ahamove,25000,Hoàn tất
SHIP20260601093,PICK20260601093,SO20260601093,2026-06-06 10:09,2026-06-06 13:32,2026-06-07 12:48,HN-CG,WH-HN-01,AC-F32BBC,Máy lạnh,Mitsubishi 1.5HP,Mitsubishi,2,16207000,32414000,Ahamove,270000,Đã giao
SHIP20260601094,PICK20260601094,SO20260601094,2026-06-05 13:03,2026-06-05 22:14,2026-06-07 10:28,HN-HBT,WH-HN-02,WM-B4B226,Máy giặt,Samsung 10kg,Electrolux,1,8252000,8252000,GHN,90000,Đã giao
SHIP20260601095,PICK20260601095,SO20260601095,2026-06-12 12:13,2026-06-12 20:56,2026-06-13 19:06,HCM-TB,WH-HCM-03,TV-DCF290,TV,"Sony 65""",Sony,2,17928000,35856000,Xe tải thuê ngoài,155000,Hoàn tất
SHIP20260601096,PICK20260601096,SO20260601096,2026-06-22 16:30,2026-06-23 06:56,2026-06-24 16:07,CT-NK,WH-CT-01,KT-2036D6,Ấm siêu tốc,Kangaroo,Panasonic,1,866000,866000,GrabExpress,90000,Đã giao
SHIP20260601097,PICK20260601097,SO20260601097,2026-06-13 20:44,2026-06-14 15:20,2026-06-16 04:04,HCM-Q1,WH-HCM-01,WM-65B7F8,Máy giặt,Samsung 10kg,Sony,1,10630000,10630000,GrabExpress,25000,Hoàn tất
SHIP20260601098,PICK20260601098,SO20260601098,2026-06-10 13:28,2026-06-11 03:30,2026-06-12 03:09,HN-CG,WH-HN-01,BL-A4802F,Máy xay,Philips Blender,Daikin,2,579000,1158000,Ahamove,65000,Giao lại
SHIP20260601099,PICK20260601099,SO20260601099,2026-06-30 16:58,2026-07-01 07:04,2026-07-02 18:34,HCM-Q1,WH-HCM-01,BL-BCB9B9,Máy xay,Panasonic Blender,Sunhouse,3,1016000,3048000,Ahamove,25000,Đã giao
SHIP20260601100,PICK20260601100,SO20260601100,2026-06-02 09:57,2026-06-02 23:33,2026-06-04 11:59,HCM-Q7,WH-HCM-02,RC-7580B4,Nồi cơm,Panasonic 1.8L,Panasonic,2,532000,1064000,Xe tải thuê ngoài,120000,Giao lại
SHIP20260601101,PICK20260601101,SO20260601101,2026-06-11 17:27,2026-06-12 05:20,2026-06-12 13:17,HN-HBT,WH-HN-02,RC-DA441E,Nồi cơm,Cuckoo 1.8L,Asia,2,2062000,4124000,GHN,120000,Đã giao
SHIP20260601102,PICK20260601102,SO20260601102,2026-06-08 17:25,2026-06-09 02:59,2026-06-09 11:55,CT-NK,WH-CT-01,VC-CF166B,Máy hút bụi,Philips FC,Senko,2,3035000,6070000,Nội bộ,120000,Đã giao
SHIP20260601103,PICK20260601103,SO20260601103,2026-06-01 20:54,2026-06-02 10:02,2026-06-03 16:13,BD-TDM,WH-BD-01,FN-FD271D,Quạt,Senko,Mitsubishi,2,398000,796000,GHN,0,Đã giao
SHIP20260601104,PICK20260601104,SO20260601104,2026-06-18 14:37,2026-06-19 02:03,2026-06-19 16:18,BD-TDM,WH-BD-01,MW-75B2CD,Lò vi sóng,Panasonic 25L,Samsung,3,3050000,9150000,Xe tải thuê ngoài,0,Đã giao
SHIP20260601105,PICK20260601105,SO20260601105,2026-06-02 10:32,2026-06-02 20:28,2026-06-03 09:25,HN-HBT,WH-HN-02,KT-081E4B,Ấm siêu tốc,Kangaroo,Xiaomi,1,895000,895000,Nội bộ,25000,Đã giao
SHIP20260601106,PICK20260601106,SO20260601106,2026-06-25 09:43,2026-06-25 19:10,2026-06-26 00:58,DN-HC,WH-DN-01,AC-3E9D78,Máy lạnh,Mitsubishi 1.5HP,Electrolux,3,7884000,23652000,GHN,300000,Đã giao
SHIP20260601107,PICK20260601107,SO20260601107,2026-06-21 18:40,2026-06-22 05:25,2026-06-22 19:03,CT-NK,WH-CT-01,VC-87EB59,Máy hút bụi,Dyson V8,Sony,3,2342000,7026000,GrabExpress,90000,Hoàn tất
SHIP20260601108,PICK20260601108,SO20260601108,2026-06-03 17:19,2026-06-04 10:30,2026-06-04 21:37,DN-HC,WH-DN-01,AC-D8DA6B,Máy lạnh,Daikin 1HP,Casper,1,12960000,12960000,GrabExpress,65000,Hoàn tất
SHIP20260601109,PICK20260601109,SO20260601109,2026-06-25 20:03,2026-06-26 00:12,2026-06-26 22:50,DN-HC,WH-DN-01,WM-016674,Máy giặt,Samsung 10kg,Sunhouse,1,5002000,5002000,Nội bộ,90000,Đã giao
SHIP20260601110,PICK20260601110,SO20260601110,2026-06-19 14:39,2026-06-20 01:41,2026-06-20 15:07,BD-TDM,WH-BD-01,FN-C25C4D,Quạt,Senko,Asia,2,1077000,2154000,Xe tải thuê ngoài,25000,Giao lại
SHIP20260601111,PICK20260601111,SO20260601111,2026-06-28 17:55,2026-06-29 11:48,2026-06-29 21:09,HN-HBT,WH-HN-02,MW-2091D9,Lò vi sóng,Electrolux 23L,Sharp,3,2481000,7443000,GHN,0,Giao lại
SHIP20260601112,PICK20260601112,SO20260601112,2026-06-15 10:15,2026-06-15 19:34,2026-06-17 00:29,HCM-Q7,WH-HCM-02,KT-2036D6,Ấm siêu tốc,Kangaroo,Panasonic,3,396000,1188000,Ahamove,120000,Hoàn tất
SHIP20260601113,PICK20260601113,SO20260601113,2026-06-01 13:31,2026-06-02 04:39,2026-06-03 05:10,HN-HBT,WH-HN-02,KT-912978,Ấm siêu tốc,Sunhouse,Philips,3,382000,1146000,Ahamove,35000,Đã giao
SHIP20260601114,PICK20260601114,SO20260601114,2026-06-08 11:27,2026-06-09 06:19,2026-06-09 21:26,HN-CG,WH-HN-01,VC-4B9FA6,Máy hút bụi,Philips FC,Aqua,1,5989000,5989000,Ahamove,0,Hoàn tất
SHIP20260601115,PICK20260601115,SO20260601115,2026-06-16 08:11,2026-06-16 14:10,2026-06-18 01:06,HN-HBT,WH-HN-02,AC-E7C43D,Máy lạnh,Panasonic 1.5HP,Casper,3,13768000,41304000,Xe tải thuê ngoài,210000,Đã giao
SHIP20260601116,PICK20260601116,SO20260601116,2026-06-27 14:38,2026-06-27 18:30,2026-06-29 04:45,HCM-TB,WH-HCM-03,AC-9162CC,Máy lạnh,Mitsubishi 1.5HP,Philips,3,10272000,30816000,Nội bộ,185000,Đã giao
SHIP20260601117,PICK20260601117,SO20260601117,2026-06-18 15:21,2026-06-19 08:46,2026-06-19 14:29,HCM-TB,WH-HCM-03,WM-4642FB,Máy giặt,LG 9kg,Asia,3,6280000,18840000,GHN,245000,Đã giao
SHIP20260601118,PICK20260601118,SO20260601118,2026-06-11 10:04,2026-06-11 13:03,2026-06-12 07:26,CT-NK,WH-CT-01,RF-082E8A,Tủ lạnh,Panasonic 300L,Senko,2,15031000,30062000,GrabExpress,300000,Hoàn tất
SHIP20260601119,PICK20260601119,SO20260601119,2026-06-08 09:26,2026-06-08 14:12,2026-06-09 23:44,HCM-TB,WH-HCM-03,BL-8778AF,Máy xay,Philips Blender,Mitsubishi,1,342000,342000,GHN,65000,Đã giao
SHIP20260601120,PICK20260601120,SO20260601120,2026-06-13 20:50,2026-06-14 07:30,2026-06-14 23:13,BD-TDM,WH-BD-01,KT-80B935,Ấm siêu tốc,Kangaroo,LG,1,541000,541000,Nội bộ,120000,Đã giao
SHIP20260601121,PICK20260601121,SO20260601121,2026-06-06 12:28,2026-06-06 16:07,2026-06-07 14:51,HCM-Q7,WH-HCM-02,RC-DF1FB9,Nồi cơm,Sunhouse 1.2L,Sunhouse,1,708000,708000,Nội bộ,35000,Đã giao
SHIP20260601122,PICK20260601122,SO20260601122,2026-06-23 12:36,2026-06-24 02:49,2026-06-24 21:13,BD-TDM,WH-BD-01,AC-D8DA6B,Máy lạnh,Daikin 1HP,Casper,1,5409000,5409000,Nội bộ,65000,Đã giao
SHIP20260601123,PICK20260601123,SO20260601123,2026-06-29 14:07,2026-06-29 16:21,2026-06-29 22:22,HCM-Q7,WH-HCM-02,RF-847D79,Tủ lạnh,Samsung Inverter 350L,Panasonic,3,17708000,53124000,Nội bộ,170000,Đã giao
SHIP20260601124,PICK20260601124,SO20260601124,2026-06-22 16:01,2026-06-22 18:38,2026-06-23 10:04,HCM-Q7,WH-HCM-02,RF-E5D449,Tủ lạnh,Aqua 250L,Cuckoo,2,5932000,11864000,GHN,120000,Đã giao
SHIP20260601125,PICK20260601125,SO20260601125,2026-06-21 08:18,2026-06-21 15:33,2026-06-22 11:15,DN-HC,WH-DN-01,MW-AE2881,Lò vi sóng,Panasonic 25L,Panasonic,1,3492000,3492000,Nội bộ,35000,Đã giao
SHIP20260601126,PICK20260601126,SO20260601126,2026-06-17 08:09,2026-06-17 10:36,2026-06-18 11:47,DN-HC,WH-DN-01,FN-02E143,Quạt,Senko,Sony,2,638000,1276000,Ahamove,90000,Đã giao
SHIP20260601127,PICK20260601127,SO20260601127,2026-06-16 09:21,2026-06-17 04:04,2026-06-18 03:42,CT-NK,WH-CT-01,KT-EFA122,Ấm siêu tốc,Sunhouse,Daikin,3,562000,1686000,GrabExpress,25000,Đã giao
SHIP20260601128,PICK20260601128,SO20260601128,2026-06-22 20:15,2026-06-23 05:42,2026-06-24 08:53,BD-TDM,WH-BD-01,RC-120EAC,Nồi cơm,Sunhouse 1.2L,Sharp,3,1425000,4275000,Nội bộ,65000,Đã giao
SHIP20260601129,PICK20260601129,SO20260601129,2026-06-14 17:23,2026-06-15 00:27,2026-06-15 10:57,HCM-Q7,WH-HCM-02,MW-640EAD,Lò vi sóng,Sharp 20L,LG,2,3235000,6470000,Xe tải thuê ngoài,120000,Đã giao
SHIP20260601130,PICK20260601130,SO20260601130,2026-06-12 10:34,2026-06-13 05:09,2026-06-13 22:48,BD-TDM,WH-BD-01,BL-A4BCD6,Máy xay,Philips Blender,Sunhouse,3,915000,2745000,Ahamove,90000,Đã giao
SHIP20260601131,PICK20260601131,SO20260601131,2026-06-01 17:29,2026-06-02 06:28,2026-06-03 06:17,HN-HBT,WH-HN-02,TV-74BDA3,TV,LG OLED 48,Sunhouse,3,6637000,19911000,Ahamove,115000,Đã giao
SHIP20260601132,PICK20260601132,SO20260601132,2026-06-15 13:27,2026-06-16 03:00,2026-06-17 14:08,HCM-Q1,WH-HCM-01,FN-5D5A92,Quạt,Asia,Casper,3,722000,2166000,Ahamove,35000,Đã giao
SHIP20260601133,PICK20260601133,SO20260601133,2026-06-10 12:43,2026-06-10 19:39,2026-06-11 17:19,DN-HC,WH-DN-01,TV-C718CB,TV,"Samsung 55"" 4K",Xiaomi,3,19000000,57000000,Xe tải thuê ngoài,270000,Đã giao
SHIP20260601134,PICK20260601134,SO20260601134,2026-06-09 18:30,2026-06-09 22:03,2026-06-10 12:11,HN-CG,WH-HN-01,VC-9C3BA7,Máy hút bụi,Xiaomi G10,Xiaomi,3,2133000,6399000,Xe tải thuê ngoài,120000,Đã giao
SHIP20260601135,PICK20260601135,SO20260601135,2026-06-13 16:43,2026-06-14 07:32,2026-06-15 20:03,BD-TDM,WH-BD-01,KT-01C6B2,Ấm siêu tốc,Kangaroo,Electrolux,2,624000,1248000,GHN,45000,Đã giao
SHIP20260601136,PICK20260601136,SO20260601136,2026-06-19 16:16,2026-06-19 21:29,2026-06-20 02:46,HCM-Q1,WH-HCM-01,FN-464655,Quạt,Panasonic,Toshiba,1,852000,852000,Xe tải thuê ngoài,90000,Đã giao
SHIP20260601137,PICK20260601137,SO20260601137,2026-06-18 14:55,2026-06-19 04:35,2026-06-19 18:55,HCM-TB,WH-HCM-03,RC-24D4CE,Nồi cơm,Sunhouse 1.2L,Philips,1,1793000,1793000,GrabExpress,35000,Hoàn tất
SHIP20260601138,PICK20260601138,SO20260601138,2026-06-17 18:40,2026-06-18 00:23,2026-06-18 08:13,HN-CG,WH-HN-01,WM-917ACE,Máy giặt,Panasonic 8.5kg,Philips,3,7645000,22935000,GrabExpress,225000,Hoàn tất
SHIP20260601139,PICK20260601139,SO20260601139,2026-06-13 20:23,2026-06-13 22:59,2026-06-15 06:41,HN-CG,WH-HN-01,MW-AE2881,Lò vi sóng,Panasonic 25L,Panasonic,2,1207000,2414000,Ahamove,90000,Hoàn tất
SHIP20260601140,PICK20260601140,SO20260601140,2026-06-19 10:08,2026-06-19 21:26,2026-06-20 22:11,HCM-Q1,WH-HCM-01,VC-C98E79,Máy hút bụi,Dyson V8,LG,2,2660000,5320000,GHN,0,Giao lại
SHIP20260601141,PICK20260601141,SO20260601141,2026-06-09 17:05,2026-06-10 07:30,2026-06-11 11:26,HN-HBT,WH-HN-02,TV-652BA6,TV,LG OLED 48,Senko,2,10578000,21156000,GHN,115000,Đã giao
SHIP20260601142,PICK20260601142,SO20260601142,2026-06-08 13:32,2026-06-08 16:06,2026-06-09 19:09,DN-HC,WH-DN-01,FN-1B187A,Quạt,Panasonic,Panasonic,1,457000,457000,GrabExpress,25000,Đã giao
SHIP20260601143,PICK20260601143,SO20260601143,2026-06-07 12:19,2026-06-07 17:03,2026-06-08 02:07,HCM-TB,WH-HCM-03,FN-05A833,Quạt,Asia,Aqua,2,675000,1350000,Nội bộ,0,Đã giao
SHIP20260601144,PICK20260601144,SO20260601144,2026-06-04 12:18,2026-06-04 20:56,2026-06-06 08:26,HN-CG,WH-HN-01,KT-3F3135,Ấm siêu tốc,Sunhouse,Sharp,2,550000,1100000,Ahamove,45000,Giao lại
SHIP20260601145,PICK20260601145,SO20260601145,2026-06-22 13:02,2026-06-23 01:20,2026-06-23 14:29,HCM-TB,WH-HCM-03,FN-A7C1D9,Quạt,Asia,LG,3,1347000,4041000,Nội bộ,90000,Đã giao
SHIP20260601146,PICK20260601146,SO20260601146,2026-06-04 11:26,2026-06-04 20:26,2026-06-06 08:55,DN-HC,WH-DN-01,MW-CC5E2E,Lò vi sóng,Electrolux 23L,Electrolux,3,1010000,3030000,GrabExpress,120000,Hoàn tất
SHIP20260601147,PICK20260601147,SO20260601147,2026-06-17 20:02,2026-06-18 00:10,2026-06-18 10:17,HCM-TB,WH-HCM-03,MW-1E7D48,Lò vi sóng,Sharp 20L,Xiaomi,2,3572000,7144000,Nội bộ,45000,Giao lại
SHIP20260601148,PICK20260601148,SO20260601148,2026-06-08 20:04,2026-06-09 14:25,2026-06-10 18:09,HN-CG,WH-HN-01,KT-619E7F,Ấm siêu tốc,Sunhouse,Cuckoo,3,736000,2208000,GHN,45000,Hoàn tất
SHIP20260601149,PICK20260601149,SO20260601149,2026-06-14 10:56,2026-06-14 17:44,2026-06-14 22:37,HCM-Q1,WH-HCM-01,FN-AEDFD9,Quạt,Panasonic,Sony,1,1228000,1228000,Ahamove,65000,Đã giao
SHIP20260601150,PICK20260601150,SO20260601150,2026-06-28 15:31,2026-06-29 09:40,2026-06-30 22:32,HN-HBT,WH-HN-02,FN-1B187A,Quạt,Panasonic,Panasonic,2,1014000,2028000,GHN,45000,Đã giao
SHIP20260601151,PICK20260601151,SO20260601151,2026-06-11 16:18,2026-06-11 22:31,2026-06-13 06:01,CT-NK,WH-CT-01,AC-EA5153,Máy lạnh,Casper 1HP,Sunhouse,2,6055000,12110000,Nội bộ,90000,Hoàn tất
SHIP20260601152,PICK20260601152,SO20260601152,2026-06-10 10:00,2026-06-11 03:20,2026-06-11 10:16,HN-CG,WH-HN-01,BL-A4802F,Máy xay,Philips Blender,Daikin,3,1202000,3606000,Ahamove,0,Giao lại
SHIP20260601153,PICK20260601153,SO20260601153,2026-06-06 20:17,2026-06-07 06:02,2026-06-08 17:43,HCM-Q7,WH-HCM-02,VC-C98E79,Máy hút bụi,Dyson V8,LG,2,2312000,4624000,GHN,25000,Hoàn tất
SHIP20260601154,PICK20260601154,SO20260601154,2026-06-20 17:47,2026-06-20 22:17,2026-06-21 03:45,HN-CG,WH-HN-01,FN-AB0CC6,Quạt,Asia,Xiaomi,3,1440000,4320000,GHN,120000,Hoàn tất
SHIP20260601155,PICK20260601155,SO20260601155,2026-06-04 11:13,2026-06-04 15:33,2026-06-05 19:45,HCM-TB,WH-HCM-03,KT-8BE75F,Ấm siêu tốc,Kangaroo,Samsung,3,676000,2028000,Xe tải thuê ngoài,90000,Hoàn tất
SHIP20260601156,PICK20260601156,SO20260601156,2026-06-21 16:42,2026-06-21 23:05,2026-06-22 05:23,BD-TDM,WH-BD-01,RC-4E5AAE,Nồi cơm,Panasonic 1.8L,Sony,1,1307000,1307000,GrabExpress,0,Đã giao
SHIP20260601157,PICK20260601157,SO20260601157,2026-06-23 08:35,2026-06-23 15:15,2026-06-24 19:17,HCM-Q1,WH-HCM-01,BL-AED849,Máy xay,Panasonic Blender,Electrolux,1,1259000,1259000,Ahamove,90000,Đã giao
SHIP20260601158,PICK20260601158,SO20260601158,2026-06-03 14:10,2026-06-04 06:12,2026-06-04 18:13,HCM-Q1,WH-HCM-01,AC-E66A0A,Máy lạnh,Daikin 1HP,Mitsubishi,3,5659000,16977000,GrabExpress,120000,Hoàn tất
SHIP20260601159,PICK20260601159,SO20260601159,2026-06-14 14:30,2026-06-15 04:23,2026-06-15 14:02,HN-CG,WH-HN-01,RC-6D8DC1,Nồi cơm,Panasonic 1.8L,Xiaomi,3,2140000,6420000,Xe tải thuê ngoài,35000,Giao lại
SHIP20260601160,PICK20260601160,SO20260601160,2026-06-18 11:33,2026-06-19 03:05,2026-06-19 20:30,HN-CG,WH-HN-01,BL-653303,Máy xay,Sunhouse Blender,Philips,2,249000,498000,Xe tải thuê ngoài,0,Đã giao
SHIP20260601161,PICK20260601161,SO20260601161,2026-06-03 12:54,2026-06-03 20:24,2026-06-04 00:29,HCM-Q1,WH-HCM-01,VC-98D4CD,Máy hút bụi,Xiaomi G10,Cuckoo,2,3322000,6644000,Ahamove,90000,Đã giao
SHIP20260601162,PICK20260601162,SO20260601162,2026-06-24 08:15,2026-06-24 22:26,2026-06-25 23:38,BD-TDM,WH-BD-01,RC-93DC24,Nồi cơm,Cuckoo 1.8L,Mitsubishi,3,916000,2748000,Ahamove,45000,Hoàn tất
SHIP20260601163,PICK20260601163,SO20260601163,2026-06-24 12:01,2026-06-24 21:18,2026-06-26 08:13,DN-HC,WH-DN-01,TV-0432E5,TV,"Sony 65""",Panasonic,1,16587000,16587000,Nội bộ,170000,Hoàn tất
SHIP20260601164,PICK20260601164,SO20260601164,2026-06-14 18:58,2026-06-15 01:32,2026-06-16 12:43,CT-NK,WH-CT-01,RF-4D4BA4,Tủ lạnh,Aqua 250L,Philips,2,6096000,12192000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260601165,PICK20260601165,SO20260601165,2026-06-08 13:18,2026-06-08 20:51,2026-06-09 13:03,BD-TDM,WH-BD-01,KT-9065A4,Ấm siêu tốc,Philips,Mitsubishi,1,792000,792000,Ahamove,90000,Đã giao
SHIP20260601166,PICK20260601166,SO20260601166,2026-06-11 15:02,2026-06-11 19:56,2026-06-12 10:37,HCM-Q1,WH-HCM-01,RC-BC47CD,Nồi cơm,Sharp 1.8L,Aqua,3,2433000,7299000,Ahamove,25000,Đã giao
SHIP20260601167,PICK20260601167,SO20260601167,2026-06-06 19:50,2026-06-07 09:47,2026-06-07 14:16,HN-CG,WH-HN-01,WM-9F9723,Máy giặt,LG 9kg,Mitsubishi,1,5735000,5735000,GHN,120000,Đã giao
SHIP20260601168,PICK20260601168,SO20260601168,2026-06-04 12:59,2026-06-05 06:54,2026-06-05 14:44,HN-HBT,WH-HN-02,AC-A7840C,Máy lạnh,Mitsubishi 1.5HP,Panasonic,3,14667000,44001000,GHN,105000,Đã giao
SHIP20260601169,PICK20260601169,SO20260601169,2026-06-01 09:00,2026-06-01 23:48,2026-06-03 02:44,HCM-Q1,WH-HCM-01,AC-FFF461,Máy lạnh,Mitsubishi 1.5HP,LG,1,8020000,8020000,Xe tải thuê ngoài,45000,Đã giao
SHIP20260601170,PICK20260601170,SO20260601170,2026-06-28 09:11,2026-06-28 11:51,2026-06-29 17:33,HCM-TB,WH-HCM-03,VC-09CEE7,Máy hút bụi,Dyson V8,Philips,2,3890000,7780000,Ahamove,0,Hoàn tất
SHIP20260601171,PICK20260601171,SO20260601171,2026-06-07 20:17,2026-06-07 21:32,2026-06-08 04:29,HCM-TB,WH-HCM-03,WM-233DAD,Máy giặt,LG 9kg,Toshiba,1,4715000,4715000,GHN,120000,Hoàn tất
SHIP20260601172,PICK20260601172,SO20260601172,2026-06-24 20:40,2026-06-25 13:46,2026-06-26 03:04,CT-NK,WH-CT-01,FN-E6A9CC,Quạt,Panasonic,Asia,3,529000,1587000,Ahamove,65000,Đã giao
SHIP20260601173,PICK20260601173,SO20260601173,2026-06-25 12:59,2026-06-25 15:57,2026-06-27 01:41,HCM-TB,WH-HCM-03,TV-367380,TV,"Sony 65""",Sharp,2,6080000,12160000,Xe tải thuê ngoài,25000,Hoàn tất
SHIP20260601174,PICK20260601174,SO20260601174,2026-06-13 18:38,2026-06-14 04:14,2026-06-14 06:31,HCM-Q1,WH-HCM-01,KT-7A47B5,Ấm siêu tốc,Sunhouse,Sunhouse,2,198000,396000,GHN,25000,Hoàn tất
SHIP20260601175,PICK20260601175,SO20260601175,2026-06-28 20:29,2026-06-29 14:03,2026-06-30 17:07,DN-HC,WH-DN-01,AC-029767,Máy lạnh,Daikin 1HP,Sunhouse,1,11198000,11198000,Xe tải thuê ngoài,0,Đã giao
SHIP20260601176,PICK20260601176,SO20260601176,2026-06-08 12:34,2026-06-08 15:46,2026-06-09 07:29,HCM-TB,WH-HCM-03,VC-8A6FDF,Máy hút bụi,Dyson V8,Samsung,2,5480000,10960000,GHN,90000,Hoàn tất
SHIP20260601177,PICK20260601177,SO20260601177,2026-06-01 10:20,2026-06-01 20:06,2026-06-02 19:32,BD-TDM,WH-BD-01,RF-AA103D,Tủ lạnh,Panasonic 300L,Sunhouse,1,4274000,4274000,Ahamove,120000,Hoàn tất
SHIP20260601178,PICK20260601178,SO20260601178,2026-06-25 08:46,2026-06-25 23:41,2026-06-27 12:03,HCM-Q7,WH-HCM-02,VC-36242C,Máy hút bụi,Xiaomi G10,Sony,3,4514000,13542000,GrabExpress,225000,Hoàn tất
SHIP20260601179,PICK20260601179,SO20260601179,2026-06-10 10:58,2026-06-11 01:27,2026-06-12 00:38,HCM-TB,WH-HCM-03,TV-43365F,TV,"Samsung 55"" 4K",Cuckoo,2,12018000,24036000,Nội bộ,105000,Đã giao
SHIP20260601180,PICK20260601180,SO20260601180,2026-06-10 15:23,2026-06-11 06:33,2026-06-11 13:51,HN-HBT,WH-HN-02,KT-DB0B2F,Ấm siêu tốc,Sunhouse,Mitsubishi,2,345000,690000,Nội bộ,45000,Đã giao
SHIP20260601181,PICK20260601181,SO20260601181,2026-06-23 12:07,2026-06-24 03:01,2026-06-25 09:53,HCM-TB,WH-HCM-03,KT-60A177,Ấm siêu tốc,Kangaroo,Cuckoo,1,193000,193000,Xe tải thuê ngoài,65000,Đã giao
SHIP20260601182,PICK20260601182,SO20260601182,2026-06-03 10:41,2026-06-03 18:17,2026-06-04 02:41,BD-TDM,WH-BD-01,RF-742B7E,Tủ lạnh,Samsung Inverter 350L,Asia,1,14010000,14010000,Nội bộ,125000,Đã giao
SHIP20260601183,PICK20260601183,SO20260601183,2026-06-02 19:03,2026-06-03 07:22,2026-06-03 23:24,HN-HBT,WH-HN-02,RC-DBD450,Nồi cơm,Cuckoo 1.8L,Senko,1,424000,424000,Nội bộ,45000,Hoàn tất
SHIP20260601184,PICK20260601184,SO20260601184,2026-06-26 16:39,2026-06-26 17:42,2026-06-27 00:00,HN-HBT,WH-HN-02,KT-01C6B2,Ấm siêu tốc,Kangaroo,Electrolux,2,466000,932000,Xe tải thuê ngoài,25000,Đã giao
SHIP20260601185,PICK20260601185,SO20260601185,2026-06-10 12:54,2026-06-10 18:55,2026-06-11 22:53,HCM-TB,WH-HCM-03,MW-73FD95,Lò vi sóng,Sharp 20L,Asia,2,1910000,3820000,Nội bộ,0,Đã giao
