InvoiceNo,JournalNo,OrderID,InvoiceDate,Store,Salesperson,Payment,SKU,Category,Product,Brand,Qty,UnitPrice,Discount,NetRevenue,VATRate,VATOutput,InvoiceTotal,UnitCost,TotalCost,GrossProfit,MarginPct,AR_Debit,Revenue_Credit,VATOutput_Credit,COGS_Debit,Inventory_Credit,AR_Account,Revenue_Account,VAT_Account,COGS_Account,Inventory_Account,ScenarioID,LegalEntityID,ScenarioCurrency,CurrencyScope,ReportingTimezone,EvidenceType,AuthenticSourcePath,AuthenticSourceSHA256,AuthenticSourceRowNumber,GenerationPolicyVersion
INV20260501084,JV20260501084,SO20260501084,2026-05-12,DN-HC,NV020,Tiền mặt,FN-310542,Quạt,Senko,Casper,3,1051223,0.18,2586008,0.08,206880,2792888,766000,2298000,288008,0.1114,2792888,2586008,206880,2298000,2298000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1085,1.0.0
INV20260501085,JV20260501085,SO20260501085,2026-05-12,BD-TDM,NV018,Trả góp,RC-7B93E8,Nồi cơm,Cuckoo 1.8L,Sharp,3,1264585,0.03,3679942,0.08,294395,3974337,919000,2757000,922942,0.2508,3974337,3679942,294395,2757000,2757000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1086,1.0.0
INV20260501086,JV20260501086,SO20260501086,2026-05-30,HN-HBT,NV009,Chuyển khoản,WM-233DAD,Máy giặt,LG 9kg,Toshiba,1,7836168,0.13,6817466,0.08,545397,7362863,6266000,6266000,551466,0.0809,7362863,6817466,545397,6266000,6266000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1087,1.0.0
INV20260501087,JV20260501087,SO20260501087,2026-05-29,HN-HBT,NV027,Thẻ,VC-D86280,Máy hút bụi,Philips FC,Mitsubishi,2,10816559,0.07,20118799,0.08,1609503,21728302,7595000,15190000,4928799,0.245,21728302,20118799,1609503,15190000,15190000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1088,1.0.0
INV20260501088,JV20260501088,SO20260501088,2026-05-05,HN-CG,NV004,Chuyển khoản,RC-BA76D0,Nồi cơm,Panasonic 1.8L,Daikin,2,1724313,0.12,3034790,0.08,242783,3277573,1285000,2570000,464790,0.1532,3277573,3034790,242783,2570000,2570000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1089,1.0.0
INV20260501089,JV20260501089,SO20260501089,2026-05-20,HN-HBT,NV009,Ví điện tử,RC-645E6F,Nồi cơm,Sunhouse 1.2L,Xiaomi,2,3129440,0.12,5507814,0.08,440625,5948439,2203000,4406000,1101814,0.2,5948439,5507814,440625,4406000,4406000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1090,1.0.0
INV20260501090,JV20260501090,SO20260501090,2026-05-25,HCM-Q7,NV013,Chuyển khoản,RF-ECA283,Tủ lạnh,Panasonic 300L,Panasonic,2,22250520,0.07,41385967,0.08,3310877,44696844,17421000,34842000,6543967,0.1581,44696844,41385967,3310877,34842000,34842000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1091,1.0.0
INV20260501091,JV20260501091,SO20260501091,2026-05-01,DN-HC,NV027,Ví điện tử,BL-D2FACB,Máy xay,Panasonic Blender,Toshiba,1,581943,0.16,488832,0.08,39106,527938,359000,359000,129832,0.2656,527938,488832,39106,359000,359000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1092,1.0.0
INV20260501092,JV20260501092,SO20260501092,2026-05-24,HCM-TB,NV002,Tiền mặt,TV-65B17D,TV,"Sony 65""",Samsung,1,27694833,0.11,24648401,0.08,1971872,26620273,21501000,21501000,3147401,0.1277,26620273,24648401,1971872,21501000,21501000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1093,1.0.0
INV20260501093,JV20260501093,SO20260501093,2026-05-06,HCM-Q1,NV030,Thẻ,KT-4BFC34,Ấm siêu tốc,Kangaroo,Sunhouse,3,1036982,0.03,3017617,0.08,241409,3259026,682000,2046000,971617,0.322,3259026,3017617,241409,2046000,2046000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1094,1.0.0
INV20260501094,JV20260501094,SO20260501094,2026-05-11,BD-TDM,NV028,Thẻ,WM-54F949,Máy giặt,Toshiba 9kg,Xiaomi,3,8153865,0.1,22015435,0.08,1761234,23776669,6626000,19878000,2137435,0.0971,23776669,22015435,1761234,19878000,19878000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1095,1.0.0
INV20260501095,JV20260501095,SO20260501095,2026-05-16,HN-HBT,NV024,Chuyển khoản,RF-F6A178,Tủ lạnh,LG 420L,Sony,3,8109961,0.04,23356687,0.08,1868534,25225221,6927000,20781000,2575687,0.1103,25225221,23356687,1868534,20781000,20781000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1096,1.0.0
INV20260501096,JV20260501096,SO20260501096,2026-05-15,HCM-Q1,NV029,Trả góp,AC-496EEC,Máy lạnh,Casper 1HP,Philips,2,11876738,0.01,23515941,0.08,1881275,25397216,8947000,17894000,5621941,0.2391,25397216,23515941,1881275,17894000,17894000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1097,1.0.0
INV20260501097,JV20260501097,SO20260501097,2026-05-06,CT-NK,NV016,Thẻ,VC-F24900,Máy hút bụi,Xiaomi G10,Sunhouse,3,3626157,0.18,8920346,0.08,713627,9633973,2730000,8190000,730346,0.0819,9633973,8920346,713627,8190000,8190000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1098,1.0.0
INV20260501098,JV20260501098,SO20260501098,2026-05-14,HCM-Q1,NV025,Ví điện tử,VC-A4DECF,Máy hút bụi,Dyson V8,Mitsubishi,2,8556418,0.19,13861397,0.08,1108911,14970308,6410000,12820000,1041397,0.0751,14970308,13861397,1108911,12820000,12820000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1099,1.0.0
INV20260501099,JV20260501099,SO20260501099,2026-05-17,DN-HC,NV026,Trả góp,WM-C38973,Máy giặt,Samsung 10kg,Aqua,2,11926293,0.19,19320594,0.08,1545647,20866241,8813000,17626000,1694594,0.0877,20866241,19320594,1545647,17626000,17626000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1100,1.0.0
INV20260501100,JV20260501100,SO20260501100,2026-05-17,BD-TDM,NV013,Thẻ,BL-653303,Máy xay,Sunhouse Blender,Philips,3,1392019,0.01,4134296,0.08,330743,4465039,797000,2391000,1743296,0.4217,4465039,4134296,330743,2391000,2391000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1101,1.0.0
INV20260501101,JV20260501101,SO20260501101,2026-05-14,HN-HBT,NV019,Tiền mặt,FN-A2F97E,Quạt,Senko,Xiaomi,3,1612537,0.13,4208721,0.08,336697,4545418,1200000,3600000,608721,0.1446,4545418,4208721,336697,3600000,3600000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1102,1.0.0
INV20260501102,JV20260501102,SO20260501102,2026-05-19,HN-HBT,NV011,Trả góp,TV-74BDA3,TV,LG OLED 48,Sunhouse,3,27282877,0.13,71208308,0.08,5696664,76904972,21352000,64056000,7152308,0.1004,76904972,71208308,5696664,64056000,64056000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1103,1.0.0
INV20260501103,JV20260501103,SO20260501103,2026-05-13,HCM-TB,NV007,Thẻ,KT-081E4B,Ấm siêu tốc,Kangaroo,Xiaomi,1,458215,0.09,416975,0.08,33358,450333,300000,300000,116975,0.2805,450333,416975,33358,300000,300000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1104,1.0.0
INV20260501104,JV20260501104,SO20260501104,2026-05-25,HCM-Q7,NV019,Trả góp,KT-897605,Ấm siêu tốc,Sunhouse,Toshiba,2,671883,0.17,1115325,0.08,89226,1204551,426000,852000,263325,0.2361,1204551,1115325,89226,852000,852000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1105,1.0.0
INV20260501105,JV20260501105,SO20260501105,2026-05-25,CT-NK,NV005,Trả góp,MW-0108FD,Lò vi sóng,Sharp 20L,Senko,1,5623125,0.09,5117043,0.08,409363,5526406,3826000,3826000,1291043,0.2523,5526406,5117043,409363,3826000,3826000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1106,1.0.0
INV20260501106,JV20260501106,SO20260501106,2026-05-19,CT-NK,NV019,Ví điện tử,KT-3F3135,Ấm siêu tốc,Sunhouse,Sharp,1,455248,0.18,373303,0.08,29864,403167,257000,257000,116303,0.3116,403167,373303,29864,257000,257000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1107,1.0.0
INV20260501107,JV20260501107,SO20260501107,2026-05-13,DN-HC,NV009,Chuyển khoản,FN-FF4EE8,Quạt,Panasonic,Sunhouse,3,1751636,0.18,4309024,0.08,344721,4653745,1205000,3615000,694024,0.1611,4653745,4309024,344721,3615000,3615000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1108,1.0.0
INV20260501108,JV20260501108,SO20260501108,2026-05-03,HN-CG,NV016,Tiền mặt,WM-90270D,Máy giặt,Toshiba 9kg,Senko,2,7916133,0.18,12982458,0.08,1038596,14021054,6317000,12634000,348458,0.0268,14021054,12982458,1038596,12634000,12634000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1109,1.0.0
INV20260501109,JV20260501109,SO20260501109,2026-05-11,HCM-TB,NV029,Trả góp,TV-ED601B,TV,"TCL 50""",Panasonic,3,27364956,0.08,75527278,0.08,6042182,81569460,22532000,67596000,7931278,0.105,81569460,75527278,6042182,67596000,67596000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1110,1.0.0
INV20260501110,JV20260501110,SO20260501110,2026-05-18,HN-CG,NV013,Trả góp,RF-FBF6F9,Tủ lạnh,Panasonic 300L,Cuckoo,2,6740387,0.19,10919426,0.08,873554,11792980,5620000,11240000,-320574,-0.0294,11792980,10919426,873554,11240000,11240000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1111,1.0.0
INV20260501111,JV20260501111,SO20260501111,2026-05-28,HN-CG,NV023,Trả góp,RC-DF1FB9,Nồi cơm,Sunhouse 1.2L,Sunhouse,1,1206088,0.16,1013113,0.08,81049,1094162,703000,703000,310113,0.3061,1094162,1013113,81049,703000,703000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1112,1.0.0
INV20260501112,JV20260501112,SO20260501112,2026-05-20,HN-CG,NV010,Ví điện tử,KT-63AE81,Ấm siêu tốc,Kangaroo,Daikin,1,1072759,0.15,911845,0.08,72947,984792,734000,734000,177845,0.195,984792,911845,72947,734000,734000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1113,1.0.0
INV20260501113,JV20260501113,SO20260501113,2026-05-07,HCM-Q7,NV024,Chuyển khoản,VC-933DDD,Máy hút bụi,Philips FC,Sharp,1,10915977,0.05,10370178,0.08,829614,11199792,7249000,7249000,3121178,0.301,11199792,10370178,829614,7249000,7249000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1114,1.0.0
INV20260501114,JV20260501114,SO20260501114,2026-05-05,HN-HBT,NV020,Ví điện tử,MW-62BD16,Lò vi sóng,Electrolux 23L,Philips,3,3668919,0.18,9025540,0.08,722043,9747583,2334000,7002000,2023540,0.2242,9747583,9025540,722043,7002000,7002000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1115,1.0.0
INV20260501115,JV20260501115,SO20260501115,2026-05-01,HCM-TB,NV021,Thẻ,KT-4BFC34,Ấm siêu tốc,Kangaroo,Sunhouse,2,860554,0.1,1548997,0.08,123919,1672916,518000,1036000,512997,0.3312,1672916,1548997,123919,1036000,1036000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1116,1.0.0
INV20260501116,JV20260501116,SO20260501116,2026-05-29,HN-CG,NV001,Ví điện tử,MW-42D56C,Lò vi sóng,Electrolux 23L,Sony,1,3380698,0.19,2738365,0.08,219069,2957434,2169000,2169000,569365,0.2079,2957434,2738365,219069,2169000,2169000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1117,1.0.0
INV20260501117,JV20260501117,SO20260501117,2026-05-10,CT-NK,NV004,Tiền mặt,RF-D9A75C,Tủ lạnh,Samsung Inverter 350L,Sony,1,24898423,0.09,22657564,0.08,1812605,24470169,19890000,19890000,2767564,0.1221,24470169,22657564,1812605,19890000,19890000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1118,1.0.0
INV20260501118,JV20260501118,SO20260501118,2026-05-26,HCM-Q7,NV024,Ví điện tử,BL-848064,Máy xay,Sunhouse Blender,Xiaomi,3,1397137,0.04,4023754,0.08,321900,4345654,1024000,3072000,951754,0.2365,4345654,4023754,321900,3072000,3072000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1119,1.0.0
INV20260501119,JV20260501119,SO20260501119,2026-05-21,HN-HBT,NV014,Trả góp,VC-D4F050,Máy hút bụi,Xiaomi G10,Samsung,1,3280809,0.12,2887111,0.08,230968,3118079,2296000,2296000,591111,0.2047,3118079,2887111,230968,2296000,2296000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1120,1.0.0
INV20260501120,JV20260501120,SO20260501120,2026-05-14,HCM-Q7,NV019,Trả góp,TV-551869,TV,"TCL 50""",Senko,1,14143992,0.09,12871032,0.08,1029682,13900714,11192000,11192000,1679032,0.1305,13900714,12871032,1029682,11192000,11192000,131-Phải thu khách hàng,511-Doanh thu bán hàng,3331-Thuế GTGT đầu ra,632-Giá vốn hàng bán,156-Hàng hóa,commerce_distribution_erp_scenario_v1,LIGHTBI_SCENARIO_ENTITY_001,VND,all_declared_accounting_money_columns,Asia/Ho_Chi_Minh,authentic_anchored_semi_synthetic_evidence,sample data/Accounting_ERP_May_2026.csv,3c59da1c10c67ab974dfd204b737402aff1c28d748665949942579fb5fb1a2fd,1121,1.0.0
